,MODEL,DATASET,Sampling,ACCURACY,F1,RECALL,PRECISION,HAMMING_LOSS,TARGET
1442,VotingClassifier,datasets_removeUpper,ORIGINAL,0.9107142857142857,0.9107142857142857,0.9107142857142857,0.9107142857142857,0.08928571428571429,OUTROS
1443,KNeighborsClassifier,datasets_removeUpper,UNDERSAMPLING,0.8224789915966386,0.8224789915966386,0.8224789915966386,0.8224789915966386,0.17752100840336135,PRODUTO
1444,DecisionTreeClassifier,datasets_removeUpper,UNDERSAMPLING,0.8025210084033614,0.8025210084033614,0.8025210084033614,0.8025210084033614,0.19747899159663865,PRODUTO
1445,SVC,datasets_removeUpper,UNDERSAMPLING,0.9159663865546218,0.9159663865546218,0.9159663865546218,0.9159663865546218,0.08403361344537816,PRODUTO
1446,XGBClassifier,datasets_removeUpper,UNDERSAMPLING,0.865546218487395,0.865546218487395,0.865546218487395,0.865546218487395,0.13445378151260504,PRODUTO
1447,AdaBoostClassifier,datasets_removeUpper,UNDERSAMPLING,0.8067226890756303,0.8067226890756303,0.8067226890756303,0.8067226890756303,0.19327731092436976,PRODUTO
1448,BaggingClassifier,datasets_removeUpper,UNDERSAMPLING,0.8172268907563025,0.8172268907563026,0.8172268907563025,0.8172268907563025,0.18277310924369747,PRODUTO
1449,GradientBoostingClassifier,datasets_removeUpper,UNDERSAMPLING,0.8182773109243697,0.8182773109243696,0.8182773109243697,0.8182773109243697,0.18172268907563024,PRODUTO
1450,RandomForestClassifier,datasets_removeUpper,UNDERSAMPLING,0.8707983193277311,0.8707983193277311,0.8707983193277311,0.8707983193277311,0.12920168067226892,PRODUTO
1451,MLPClassifier,datasets_removeUpper,UNDERSAMPLING,0.9065126050420168,0.9065126050420168,0.9065126050420168,0.9065126050420168,0.0934873949579832,PRODUTO
1452,MLPClassifier,datasets_removeUpper,UNDERSAMPLING,0.8865546218487395,0.8865546218487395,0.8865546218487395,0.8865546218487395,0.1134453781512605,PRODUTO
1453,MLPClassifier,datasets_removeUpper,UNDERSAMPLING,0.19957983193277312,0.19957983193277312,0.19957983193277312,0.19957983193277312,0.8004201680672269,PRODUTO
1454,CatBoostClassifier,datasets_removeUpper,UNDERSAMPLING,0.8644957983193278,0.8644957983193278,0.8644957983193278,0.8644957983193278,0.13550420168067226,PRODUTO
1455,VotingClassifier,datasets_removeUpper,UNDERSAMPLING,0.9002100840336135,0.9002100840336135,0.9002100840336135,0.9002100840336135,0.09978991596638656,PRODUTO
1456,KNeighborsClassifier,datasets_removeUpper,OVERSAMPLING,0.8592436974789915,0.8592436974789915,0.8592436974789915,0.8592436974789915,0.1407563025210084,PRODUTO
1457,DecisionTreeClassifier,datasets_removeUpper,OVERSAMPLING,0.8529411764705882,0.8529411764705882,0.8529411764705882,0.8529411764705882,0.14705882352941177,PRODUTO
1458,SVC,datasets_removeUpper,OVERSAMPLING,0.9233193277310925,0.9233193277310925,0.9233193277310925,0.9233193277310925,0.07668067226890757,PRODUTO
1459,XGBClassifier,datasets_removeUpper,OVERSAMPLING,0.9023109243697479,0.9023109243697479,0.9023109243697479,0.9023109243697479,0.0976890756302521,PRODUTO
1460,AdaBoostClassifier,datasets_removeUpper,OVERSAMPLING,0.7972689075630253,0.7972689075630253,0.7972689075630253,0.7972689075630253,0.2027310924369748,PRODUTO
1461,BaggingClassifier,datasets_removeUpper,OVERSAMPLING,0.8771008403361344,0.8771008403361344,0.8771008403361344,0.8771008403361344,0.12289915966386554,PRODUTO
1462,GradientBoostingClassifier,datasets_removeUpper,OVERSAMPLING,0.8340336134453782,0.8340336134453782,0.8340336134453782,0.8340336134453782,0.16596638655462184,PRODUTO
1463,RandomForestClassifier,datasets_removeUpper,OVERSAMPLING,0.917016806722689,0.917016806722689,0.917016806722689,0.917016806722689,0.08298319327731092,PRODUTO
1464,MLPClassifier,datasets_removeUpper,OVERSAMPLING,0.9138655462184874,0.9138655462184874,0.9138655462184874,0.9138655462184874,0.0861344537815126,PRODUTO
1465,MLPClassifier,datasets_removeUpper,OVERSAMPLING,0.9159663865546218,0.9159663865546218,0.9159663865546218,0.9159663865546218,0.08403361344537816,PRODUTO
1466,MLPClassifier,datasets_removeUpper,OVERSAMPLING,0.842436974789916,0.8424369747899161,0.842436974789916,0.842436974789916,0.15756302521008403,PRODUTO
1467,CatBoostClassifier,datasets_removeUpper,OVERSAMPLING,0.8918067226890757,0.8918067226890757,0.8918067226890757,0.8918067226890757,0.10819327731092437,PRODUTO
1468,VotingClassifier,datasets_removeUpper,OVERSAMPLING,0.9296218487394958,0.9296218487394958,0.9296218487394958,0.9296218487394958,0.0703781512605042,PRODUTO
1469,KNeighborsClassifier,datasets_removeUpper,ORIGINAL,0.8834033613445378,0.8834033613445378,0.8834033613445378,0.8834033613445378,0.11659663865546219,PRODUTO
1470,DecisionTreeClassifier,datasets_removeUpper,ORIGINAL,0.8403361344537815,0.8403361344537815,0.8403361344537815,0.8403361344537815,0.15966386554621848,PRODUTO
1471,SVC,datasets_removeUpper,ORIGINAL,0.907563025210084,0.907563025210084,0.907563025210084,0.907563025210084,0.09243697478991597,PRODUTO
1472,XGBClassifier,datasets_removeUpper,ORIGINAL,0.9096638655462185,0.9096638655462185,0.9096638655462185,0.9096638655462185,0.09033613445378151,PRODUTO
1473,AdaBoostClassifier,datasets_removeUpper,ORIGINAL,0.8361344537815126,0.8361344537815126,0.8361344537815126,0.8361344537815126,0.1638655462184874,PRODUTO
1474,BaggingClassifier,datasets_removeUpper,ORIGINAL,0.875,0.875,0.875,0.875,0.125,PRODUTO
1475,GradientBoostingClassifier,datasets_removeUpper,ORIGINAL,0.8592436974789915,0.8592436974789915,0.8592436974789915,0.8592436974789915,0.1407563025210084,PRODUTO
1476,RandomForestClassifier,datasets_removeUpper,ORIGINAL,0.8886554621848739,0.8886554621848739,0.8886554621848739,0.8886554621848739,0.11134453781512606,PRODUTO
1477,MLPClassifier,datasets_removeUpper,ORIGINAL,0.9107142857142857,0.9107142857142857,0.9107142857142857,0.9107142857142857,0.08928571428571429,PRODUTO
1478,MLPClassifier,datasets_removeUpper,ORIGINAL,0.9065126050420168,0.9065126050420168,0.9065126050420168,0.9065126050420168,0.0934873949579832,PRODUTO
1479,MLPClassifier,datasets_removeUpper,ORIGINAL,0.8004201680672269,0.8004201680672269,0.8004201680672269,0.8004201680672269,0.19957983193277312,PRODUTO
1480,CatBoostClassifier,datasets_removeUpper,ORIGINAL,0.8907563025210085,0.8907563025210086,0.8907563025210085,0.8907563025210085,0.1092436974789916,PRODUTO
1481,VotingClassifier,datasets_removeUpper,ORIGINAL,0.9107142857142857,0.9107142857142857,0.9107142857142857,0.9107142857142857,0.08928571428571429,PRODUTO
1482,KNeighborsClassifier,datasets_removeUpper,UNDERSAMPLING,0.8560924369747899,0.8560924369747899,0.8560924369747899,0.8560924369747899,0.14390756302521007,CONDICOESDERECEBIMENTO
1483,DecisionTreeClassifier,datasets_removeUpper,UNDERSAMPLING,0.8067226890756303,0.8067226890756303,0.8067226890756303,0.8067226890756303,0.19327731092436976,CONDICOESDERECEBIMENTO
1484,SVC,datasets_removeUpper,UNDERSAMPLING,0.9149159663865546,0.9149159663865546,0.9149159663865546,0.9149159663865546,0.08508403361344538,CONDICOESDERECEBIMENTO
1485,XGBClassifier,datasets_removeUpper,UNDERSAMPLING,0.8876050420168067,0.8876050420168067,0.8876050420168067,0.8876050420168067,0.11239495798319328,CONDICOESDERECEBIMENTO
1486,AdaBoostClassifier,datasets_removeUpper,UNDERSAMPLING,0.8802521008403361,0.8802521008403361,0.8802521008403361,0.8802521008403361,0.11974789915966387,CONDICOESDERECEBIMENTO
1487,BaggingClassifier,datasets_removeUpper,UNDERSAMPLING,0.8676470588235294,0.8676470588235294,0.8676470588235294,0.8676470588235294,0.1323529411764706,CONDICOESDERECEBIMENTO
1488,GradientBoostingClassifier,datasets_removeUpper,UNDERSAMPLING,0.8886554621848739,0.8886554621848739,0.8886554621848739,0.8886554621848739,0.11134453781512606,CONDICOESDERECEBIMENTO
1489,RandomForestClassifier,datasets_removeUpper,UNDERSAMPLING,0.884453781512605,0.884453781512605,0.884453781512605,0.884453781512605,0.11554621848739496,CONDICOESDERECEBIMENTO
1490,MLPClassifier,datasets_removeUpper,UNDERSAMPLING,0.8413865546218487,0.8413865546218487,0.8413865546218487,0.8413865546218487,0.15861344537815125,CONDICOESDERECEBIMENTO
1491,MLPClassifier,datasets_removeUpper,UNDERSAMPLING,0.8676470588235294,0.8676470588235294,0.8676470588235294,0.8676470588235294,0.1323529411764706,CONDICOESDERECEBIMENTO
1492,MLPClassifier,datasets_removeUpper,UNDERSAMPLING,0.8340336134453782,0.8340336134453782,0.8340336134453782,0.8340336134453782,0.16596638655462184,CONDICOESDERECEBIMENTO
1493,CatBoostClassifier,datasets_removeUpper,UNDERSAMPLING,0.8939075630252101,0.8939075630252101,0.8939075630252101,0.8939075630252101,0.10609243697478991,CONDICOESDERECEBIMENTO
1494,VotingClassifier,datasets_removeUpper,UNDERSAMPLING,0.9128151260504201,0.9128151260504201,0.9128151260504201,0.9128151260504201,0.08718487394957983,CONDICOESDERECEBIMENTO
1495,KNeighborsClassifier,datasets_removeUpper,OVERSAMPLING,0.8382352941176471,0.8382352941176471,0.8382352941176471,0.8382352941176471,0.16176470588235295,CONDICOESDERECEBIMENTO
1496,DecisionTreeClassifier,datasets_removeUpper,OVERSAMPLING,0.8707983193277311,0.8707983193277311,0.8707983193277311,0.8707983193277311,0.12920168067226892,CONDICOESDERECEBIMENTO
1497,SVC,datasets_removeUpper,OVERSAMPLING,0.9201680672268907,0.9201680672268907,0.9201680672268907,0.9201680672268907,0.07983193277310924,CONDICOESDERECEBIMENTO
1498,XGBClassifier,datasets_removeUpper,OVERSAMPLING,0.9138655462184874,0.9138655462184874,0.9138655462184874,0.9138655462184874,0.0861344537815126,CONDICOESDERECEBIMENTO
1499,AdaBoostClassifier,datasets_removeUpper,OVERSAMPLING,0.875,0.875,0.875,0.875,0.125,CONDICOESDERECEBIMENTO
1500,BaggingClassifier,datasets_removeUpper,OVERSAMPLING,0.8970588235294118,0.8970588235294118,0.8970588235294118,0.8970588235294118,0.10294117647058823,CONDICOESDERECEBIMENTO
1501,GradientBoostingClassifier,datasets_removeUpper,OVERSAMPLING,0.9054621848739496,0.9054621848739496,0.9054621848739496,0.9054621848739496,0.09453781512605042,CONDICOESDERECEBIMENTO
1502,RandomForestClassifier,datasets_removeUpper,OVERSAMPLING,0.9138655462184874,0.9138655462184874,0.9138655462184874,0.9138655462184874,0.0861344537815126,CONDICOESDERECEBIMENTO
1503,MLPClassifier,datasets_removeUpper,OVERSAMPLING,0.9065126050420168,0.9065126050420168,0.9065126050420168,0.9065126050420168,0.0934873949579832,CONDICOESDERECEBIMENTO
1504,MLPClassifier,datasets_removeUpper,OVERSAMPLING,0.9138655462184874,0.9138655462184874,0.9138655462184874,0.9138655462184874,0.0861344537815126,CONDICOESDERECEBIMENTO
1505,MLPClassifier,datasets_removeUpper,OVERSAMPLING,0.8676470588235294,0.8676470588235294,0.8676470588235294,0.8676470588235294,0.1323529411764706,CONDICOESDERECEBIMENTO
1506,CatBoostClassifier,datasets_removeUpper,OVERSAMPLING,0.9128151260504201,0.9128151260504201,0.9128151260504201,0.9128151260504201,0.08718487394957983,CONDICOESDERECEBIMENTO
1507,VotingClassifier,datasets_removeUpper,OVERSAMPLING,0.9233193277310925,0.9233193277310925,0.9233193277310925,0.9233193277310925,0.07668067226890757,CONDICOESDERECEBIMENTO
1508,KNeighborsClassifier,datasets_removeUpper,ORIGINAL,0.8676470588235294,0.8676470588235294,0.8676470588235294,0.8676470588235294,0.1323529411764706,CONDICOESDERECEBIMENTO
1509,DecisionTreeClassifier,datasets_removeUpper,ORIGINAL,0.8970588235294118,0.8970588235294118,0.8970588235294118,0.8970588235294118,0.10294117647058823,CONDICOESDERECEBIMENTO
1510,SVC,datasets_removeUpper,ORIGINAL,0.9096638655462185,0.9096638655462185,0.9096638655462185,0.9096638655462185,0.09033613445378151,CONDICOESDERECEBIMENTO
1511,XGBClassifier,datasets_removeUpper,ORIGINAL,0.9191176470588235,0.9191176470588235,0.9191176470588235,0.9191176470588235,0.08088235294117647,CONDICOESDERECEBIMENTO
1512,AdaBoostClassifier,datasets_removeUpper,ORIGINAL,0.8886554621848739,0.8886554621848739,0.8886554621848739,0.8886554621848739,0.11134453781512606,CONDICOESDERECEBIMENTO
1513,BaggingClassifier,datasets_removeUpper,ORIGINAL,0.917016806722689,0.917016806722689,0.917016806722689,0.917016806722689,0.08298319327731092,CONDICOESDERECEBIMENTO
1514,GradientBoostingClassifier,datasets_removeUpper,ORIGINAL,0.9054621848739496,0.9054621848739496,0.9054621848739496,0.9054621848739496,0.09453781512605042,CONDICOESDERECEBIMENTO
1515,RandomForestClassifier,datasets_removeUpper,ORIGINAL,0.907563025210084,0.907563025210084,0.907563025210084,0.907563025210084,0.09243697478991597,CONDICOESDERECEBIMENTO
1516,MLPClassifier,datasets_removeUpper,ORIGINAL,0.9033613445378151,0.903361344537815,0.9033613445378151,0.9033613445378151,0.09663865546218488,CONDICOESDERECEBIMENTO
1517,MLPClassifier,datasets_removeUpper,ORIGINAL,0.917016806722689,0.917016806722689,0.917016806722689,0.917016806722689,0.08298319327731092,CONDICOESDERECEBIMENTO
1518,MLPClassifier,datasets_removeUpper,ORIGINAL,0.8340336134453782,0.8340336134453782,0.8340336134453782,0.8340336134453782,0.16596638655462184,CONDICOESDERECEBIMENTO
1519,CatBoostClassifier,datasets_removeUpper,ORIGINAL,0.9212184873949579,0.9212184873949579,0.9212184873949579,0.9212184873949579,0.07878151260504201,CONDICOESDERECEBIMENTO
1520,VotingClassifier,datasets_removeUpper,ORIGINAL,0.9243697478991597,0.9243697478991597,0.9243697478991597,0.9243697478991597,0.07563025210084033,CONDICOESDERECEBIMENTO
1521,KNeighborsClassifier,datasets_removeUpper,UNDERSAMPLING,0.792016806722689,0.792016806722689,0.792016806722689,0.792016806722689,0.20798319327731093,ANUNCIO
1522,DecisionTreeClassifier,datasets_removeUpper,UNDERSAMPLING,0.8445378151260504,0.8445378151260504,0.8445378151260504,0.8445378151260504,0.15546218487394958,ANUNCIO
1523,SVC,datasets_removeUpper,UNDERSAMPLING,0.9359243697478992,0.9359243697478992,0.9359243697478992,0.9359243697478992,0.06407563025210083,ANUNCIO
1524,XGBClassifier,datasets_removeUpper,UNDERSAMPLING,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.11764705882352941,ANUNCIO
1525,AdaBoostClassifier,datasets_removeUpper,UNDERSAMPLING,0.8813025210084033,0.8813025210084033,0.8813025210084033,0.8813025210084033,0.11869747899159663,ANUNCIO
1526,BaggingClassifier,datasets_removeUpper,UNDERSAMPLING,0.9359243697478992,0.9359243697478992,0.9359243697478992,0.9359243697478992,0.06407563025210083,ANUNCIO
1527,GradientBoostingClassifier,datasets_removeUpper,UNDERSAMPLING,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.058823529411764705,ANUNCIO
1528,RandomForestClassifier,datasets_removeUpper,UNDERSAMPLING,0.8949579831932774,0.8949579831932774,0.8949579831932774,0.8949579831932774,0.10504201680672269,ANUNCIO
1529,MLPClassifier,datasets_removeUpper,UNDERSAMPLING,0.7478991596638656,0.7478991596638656,0.7478991596638656,0.7478991596638656,0.25210084033613445,ANUNCIO
1530,MLPClassifier,datasets_removeUpper,UNDERSAMPLING,0.8707983193277311,0.8707983193277311,0.8707983193277311,0.8707983193277311,0.12920168067226892,ANUNCIO
1531,MLPClassifier,datasets_removeUpper,UNDERSAMPLING,0.7962184873949579,0.7962184873949578,0.7962184873949579,0.7962184873949579,0.20378151260504201,ANUNCIO
1532,CatBoostClassifier,datasets_removeUpper,UNDERSAMPLING,0.9212184873949579,0.9212184873949579,0.9212184873949579,0.9212184873949579,0.07878151260504201,ANUNCIO
1533,VotingClassifier,datasets_removeUpper,UNDERSAMPLING,0.9107142857142857,0.9107142857142857,0.9107142857142857,0.9107142857142857,0.08928571428571429,ANUNCIO
1534,KNeighborsClassifier,datasets_removeUpper,OVERSAMPLING,0.907563025210084,0.907563025210084,0.907563025210084,0.907563025210084,0.09243697478991597,ANUNCIO
1535,DecisionTreeClassifier,datasets_removeUpper,OVERSAMPLING,0.9348739495798319,0.9348739495798319,0.9348739495798319,0.9348739495798319,0.06512605042016807,ANUNCIO
1536,SVC,datasets_removeUpper,OVERSAMPLING,0.957983193277311,0.957983193277311,0.957983193277311,0.957983193277311,0.04201680672268908,ANUNCIO
1537,XGBClassifier,datasets_removeUpper,OVERSAMPLING,0.9695378151260504,0.9695378151260505,0.9695378151260504,0.9695378151260504,0.03046218487394958,ANUNCIO
1538,AdaBoostClassifier,datasets_removeUpper,OVERSAMPLING,0.9600840336134454,0.9600840336134454,0.9600840336134454,0.9600840336134454,0.03991596638655462,ANUNCIO
1539,BaggingClassifier,datasets_removeUpper,OVERSAMPLING,0.9558823529411765,0.9558823529411765,0.9558823529411765,0.9558823529411765,0.04411764705882353,ANUNCIO
1540,GradientBoostingClassifier,datasets_removeUpper,OVERSAMPLING,0.9569327731092437,0.9569327731092437,0.9569327731092437,0.9569327731092437,0.0430672268907563,ANUNCIO
1541,RandomForestClassifier,datasets_removeUpper,OVERSAMPLING,0.9390756302521008,0.9390756302521008,0.9390756302521008,0.9390756302521008,0.06092436974789916,ANUNCIO
1542,MLPClassifier,datasets_removeUpper,OVERSAMPLING,0.9569327731092437,0.9569327731092437,0.9569327731092437,0.9569327731092437,0.0430672268907563,ANUNCIO
1543,MLPClassifier,datasets_removeUpper,OVERSAMPLING,0.967436974789916,0.967436974789916,0.967436974789916,0.967436974789916,0.032563025210084036,ANUNCIO
1544,MLPClassifier,datasets_removeUpper,OVERSAMPLING,0.8876050420168067,0.8876050420168067,0.8876050420168067,0.8876050420168067,0.11239495798319328,ANUNCIO
1545,CatBoostClassifier,datasets_removeUpper,OVERSAMPLING,0.9632352941176471,0.9632352941176471,0.9632352941176471,0.9632352941176471,0.03676470588235294,ANUNCIO
1546,VotingClassifier,datasets_removeUpper,OVERSAMPLING,0.9747899159663865,0.9747899159663865,0.9747899159663865,0.9747899159663865,0.025210084033613446,ANUNCIO
1547,KNeighborsClassifier,datasets_removeUpper,ORIGINAL,0.9264705882352942,0.9264705882352942,0.9264705882352942,0.9264705882352942,0.07352941176470588,ANUNCIO
1548,DecisionTreeClassifier,datasets_removeUpper,ORIGINAL,0.9611344537815126,0.9611344537815126,0.9611344537815126,0.9611344537815126,0.038865546218487396,ANUNCIO
1549,SVC,datasets_removeUpper,ORIGINAL,0.9506302521008403,0.9506302521008403,0.9506302521008403,0.9506302521008403,0.04936974789915966,ANUNCIO
1550,XGBClassifier,datasets_removeUpper,ORIGINAL,0.967436974789916,0.967436974789916,0.967436974789916,0.967436974789916,0.032563025210084036,ANUNCIO
1551,AdaBoostClassifier,datasets_removeUpper,ORIGINAL,0.9264705882352942,0.9264705882352942,0.9264705882352942,0.9264705882352942,0.07352941176470588,ANUNCIO
1552,BaggingClassifier,datasets_removeUpper,ORIGINAL,0.9695378151260504,0.9695378151260505,0.9695378151260504,0.9695378151260504,0.03046218487394958,ANUNCIO
1553,GradientBoostingClassifier,datasets_removeUpper,ORIGINAL,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.03571428571428571,ANUNCIO
1554,RandomForestClassifier,datasets_removeUpper,ORIGINAL,0.9632352941176471,0.9632352941176471,0.9632352941176471,0.9632352941176471,0.03676470588235294,ANUNCIO
1555,MLPClassifier,datasets_removeUpper,ORIGINAL,0.9590336134453782,0.9590336134453782,0.9590336134453782,0.9590336134453782,0.04096638655462185,ANUNCIO
1556,MLPClassifier,datasets_removeUpper,ORIGINAL,0.9716386554621849,0.9716386554621849,0.9716386554621849,0.9716386554621849,0.028361344537815126,ANUNCIO
1557,MLPClassifier,datasets_removeUpper,ORIGINAL,0.9128151260504201,0.9128151260504201,0.9128151260504201,0.9128151260504201,0.08718487394957983,ANUNCIO
1558,CatBoostClassifier,datasets_removeUpper,ORIGINAL,0.9663865546218487,0.9663865546218487,0.9663865546218487,0.9663865546218487,0.03361344537815126,ANUNCIO
1559,VotingClassifier,datasets_removeUpper,ORIGINAL,0.9726890756302521,0.9726890756302521,0.9726890756302521,0.9726890756302521,0.0273109243697479,ANUNCIO
1560,KNeighborsClassifier,datasets_stem_text,UNDERSAMPLING,0.7962184873949579,0.7962184873949578,0.7962184873949579,0.7962184873949579,0.20378151260504201,ENTREGA
1561,DecisionTreeClassifier,datasets_stem_text,UNDERSAMPLING,0.9201680672268907,0.9201680672268907,0.9201680672268907,0.9201680672268907,0.07983193277310924,ENTREGA
1562,SVC,datasets_stem_text,UNDERSAMPLING,0.9548319327731093,0.9548319327731093,0.9548319327731093,0.9548319327731093,0.045168067226890755,ENTREGA
1563,XGBClassifier,datasets_stem_text,UNDERSAMPLING,0.9527310924369747,0.9527310924369747,0.9527310924369747,0.9527310924369747,0.04726890756302521,ENTREGA
1564,AdaBoostClassifier,datasets_stem_text,UNDERSAMPLING,0.9243697478991597,0.9243697478991597,0.9243697478991597,0.9243697478991597,0.07563025210084033,ENTREGA
1565,BaggingClassifier,datasets_stem_text,UNDERSAMPLING,0.9401260504201681,0.9401260504201681,0.9401260504201681,0.9401260504201681,0.059873949579831935,ENTREGA
1566,GradientBoostingClassifier,datasets_stem_text,UNDERSAMPLING,0.9453781512605042,0.9453781512605042,0.9453781512605042,0.9453781512605042,0.0546218487394958,ENTREGA
1567,RandomForestClassifier,datasets_stem_text,UNDERSAMPLING,0.9359243697478992,0.9359243697478992,0.9359243697478992,0.9359243697478992,0.06407563025210083,ENTREGA
1568,MLPClassifier,datasets_stem_text,UNDERSAMPLING,0.9107142857142857,0.9107142857142857,0.9107142857142857,0.9107142857142857,0.08928571428571429,ENTREGA
1569,MLPClassifier,datasets_stem_text,UNDERSAMPLING,0.9506302521008403,0.9506302521008403,0.9506302521008403,0.9506302521008403,0.04936974789915966,ENTREGA
1570,MLPClassifier,datasets_stem_text,UNDERSAMPLING,0.8676470588235294,0.8676470588235294,0.8676470588235294,0.8676470588235294,0.1323529411764706,ENTREGA
1571,CatBoostClassifier,datasets_stem_text,UNDERSAMPLING,0.9527310924369747,0.9527310924369747,0.9527310924369747,0.9527310924369747,0.04726890756302521,ENTREGA
1572,VotingClassifier,datasets_stem_text,UNDERSAMPLING,0.9548319327731093,0.9548319327731093,0.9548319327731093,0.9548319327731093,0.045168067226890755,ENTREGA
1573,KNeighborsClassifier,datasets_stem_text,OVERSAMPLING,0.7657563025210085,0.7657563025210085,0.7657563025210085,0.7657563025210085,0.2342436974789916,ENTREGA
1574,DecisionTreeClassifier,datasets_stem_text,OVERSAMPLING,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.07142857142857142,ENTREGA
1575,SVC,datasets_stem_text,OVERSAMPLING,0.9569327731092437,0.9569327731092437,0.9569327731092437,0.9569327731092437,0.0430672268907563,ENTREGA
1576,XGBClassifier,datasets_stem_text,OVERSAMPLING,0.957983193277311,0.957983193277311,0.957983193277311,0.957983193277311,0.04201680672268908,ENTREGA
1577,AdaBoostClassifier,datasets_stem_text,OVERSAMPLING,0.9275210084033614,0.9275210084033614,0.9275210084033614,0.9275210084033614,0.07247899159663866,ENTREGA
1578,BaggingClassifier,datasets_stem_text,OVERSAMPLING,0.944327731092437,0.9443277310924368,0.944327731092437,0.944327731092437,0.05567226890756303,ENTREGA
1579,GradientBoostingClassifier,datasets_stem_text,OVERSAMPLING,0.9422268907563025,0.9422268907563025,0.9422268907563025,0.9422268907563025,0.05777310924369748,ENTREGA
1580,RandomForestClassifier,datasets_stem_text,OVERSAMPLING,0.9485294117647058,0.9485294117647058,0.9485294117647058,0.9485294117647058,0.051470588235294115,ENTREGA
1581,MLPClassifier,datasets_stem_text,OVERSAMPLING,0.9296218487394958,0.9296218487394958,0.9296218487394958,0.9296218487394958,0.0703781512605042,ENTREGA
1582,MLPClassifier,datasets_stem_text,OVERSAMPLING,0.9516806722689075,0.9516806722689075,0.9516806722689075,0.9516806722689075,0.04831932773109244,ENTREGA
1583,MLPClassifier,datasets_stem_text,OVERSAMPLING,0.6869747899159664,0.6869747899159664,0.6869747899159664,0.6869747899159664,0.3130252100840336,ENTREGA
1584,CatBoostClassifier,datasets_stem_text,OVERSAMPLING,0.9485294117647058,0.9485294117647058,0.9485294117647058,0.9485294117647058,0.051470588235294115,ENTREGA
1585,VotingClassifier,datasets_stem_text,OVERSAMPLING,0.9621848739495799,0.9621848739495799,0.9621848739495799,0.9621848739495799,0.037815126050420166,ENTREGA
1586,KNeighborsClassifier,datasets_stem_text,ORIGINAL,0.8560924369747899,0.8560924369747899,0.8560924369747899,0.8560924369747899,0.14390756302521007,ENTREGA
1587,DecisionTreeClassifier,datasets_stem_text,ORIGINAL,0.9369747899159664,0.9369747899159664,0.9369747899159664,0.9369747899159664,0.06302521008403361,ENTREGA
1588,SVC,datasets_stem_text,ORIGINAL,0.9516806722689075,0.9516806722689075,0.9516806722689075,0.9516806722689075,0.04831932773109244,ENTREGA
1589,XGBClassifier,datasets_stem_text,ORIGINAL,0.9621848739495799,0.9621848739495799,0.9621848739495799,0.9621848739495799,0.037815126050420166,ENTREGA
1590,AdaBoostClassifier,datasets_stem_text,ORIGINAL,0.9201680672268907,0.9201680672268907,0.9201680672268907,0.9201680672268907,0.07983193277310924,ENTREGA
1591,BaggingClassifier,datasets_stem_text,ORIGINAL,0.9485294117647058,0.9485294117647058,0.9485294117647058,0.9485294117647058,0.051470588235294115,ENTREGA
1592,GradientBoostingClassifier,datasets_stem_text,ORIGINAL,0.9432773109243697,0.9432773109243697,0.9432773109243697,0.9432773109243697,0.05672268907563025,ENTREGA
1593,RandomForestClassifier,datasets_stem_text,ORIGINAL,0.9506302521008403,0.9506302521008403,0.9506302521008403,0.9506302521008403,0.04936974789915966,ENTREGA
1594,MLPClassifier,datasets_stem_text,ORIGINAL,0.9359243697478992,0.9359243697478992,0.9359243697478992,0.9359243697478992,0.06407563025210083,ENTREGA
1595,MLPClassifier,datasets_stem_text,ORIGINAL,0.9537815126050421,0.9537815126050421,0.9537815126050421,0.9537815126050421,0.046218487394957986,ENTREGA
1596,MLPClassifier,datasets_stem_text,ORIGINAL,0.6869747899159664,0.6869747899159664,0.6869747899159664,0.6869747899159664,0.3130252100840336,ENTREGA
1597,CatBoostClassifier,datasets_stem_text,ORIGINAL,0.9558823529411765,0.9558823529411765,0.9558823529411765,0.9558823529411765,0.04411764705882353,ENTREGA
1598,VotingClassifier,datasets_stem_text,ORIGINAL,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.03571428571428571,ENTREGA
1599,KNeighborsClassifier,datasets_stem_text,UNDERSAMPLING,0.8025210084033614,0.8025210084033614,0.8025210084033614,0.8025210084033614,0.19747899159663865,OUTROS
1600,DecisionTreeClassifier,datasets_stem_text,UNDERSAMPLING,0.8487394957983193,0.8487394957983193,0.8487394957983193,0.8487394957983193,0.15126050420168066,OUTROS
1601,SVC,datasets_stem_text,UNDERSAMPLING,0.8834033613445378,0.8834033613445378,0.8834033613445378,0.8834033613445378,0.11659663865546219,OUTROS
1602,XGBClassifier,datasets_stem_text,UNDERSAMPLING,0.898109243697479,0.898109243697479,0.898109243697479,0.898109243697479,0.10189075630252101,OUTROS
1603,AdaBoostClassifier,datasets_stem_text,UNDERSAMPLING,0.8623949579831933,0.8623949579831933,0.8623949579831933,0.8623949579831933,0.13760504201680673,OUTROS
1604,BaggingClassifier,datasets_stem_text,UNDERSAMPLING,0.8886554621848739,0.8886554621848739,0.8886554621848739,0.8886554621848739,0.11134453781512606,OUTROS
